Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
ashanti,offinso municipal,offinso nurses/midwifery training school,training institution,offinso,government,6.8174259999,-1.3335824
ashanti,adansi north,fomena community health nurses training school,training institution,fomena,government,6.2775431999999,-1.6372149999
ashanti,bekwai municipal,kokofu health assistants training school,training institution,kokofu,government,6.44999999,-1.5833333
ashanti,ahafo-ano north,tepa health assistants training school,training institution,tepa,government,6.9584844,-2.263039299
ashanti,asante-akim south,juaso sabs hospital,hospital,juaso,private,6.53445749999,-1.09694
ashanti,asante-akim south,pra river apostolic clinic,clinic,pra river,chag,6.53445749999,-1.09694
ashanti,atwima-nwabiagya,abuakwa madonna health centre,health centre,abuakwa,government,6.5972124,-1.57899939999992
ashanti,atwima-nwabiagya,nkawie clinic,clinic,nkawie,private,6.5972124,-1.57899939999992
ashanti,atwima-nwabiagya,achiase nyama maternity home,maternity home,achiase,private,6.5972124,-1.57899939999992
ashanti,atwima-nwabiagya,nerebehi health centre,health centre,nerebehi,government,6.5972124,-1.57899939999992
ashanti,atwima-mponua,anyinamso maternity home,maternity home,anyinamso,private,6.6588391,-2.22366669999996
ashanti,atwima-mponua,mpasatia health centre,health centre,mpasatia,government,6.6588391,-2.22366669999996
ashanti,atwima-mponua,kotokuom health centre,health centre,kotokuom,government,6.6588391,-2.22366669999996
ashanti,ejura sekyeredumasi,anyinasu sda clinic,clinic,anyinaso,chag,7.38333329999999,-1.36666669999999
ashanti,ahafo-ano north,ante amma maternity home,maternity home,abonsuaso,private,6.9584844,-2.26303929999994
ashanti,ahafo-ano north,adom nyame clinic,clinic,abonsuaso,private,6.9584844,-2.26303929999994
ashanti,ahafo-ano north,janet maternity home,maternity home,anyinasuso,private,6.9584844,-2.26303929999994
ashanti,mampong municipal,mampong municipal health directorate,municipal health directorate,mampong,government,6.9584844,-2.26303929999994
ashanti,mampong municipal,mampong midwifery training school,training institution,mampong,government,7.02345,-1.23598
ashanti,mampong municipal,mampong health assistants training school,training institution,mampong,government,7.02321,-0.23593
ashanti,mampong municipal,mampong government hospital,hospital,mampong,government,7.060683,-1.404434
ashanti,mampong municipal,mampong phillipa  maternity home,clinic,mampong,private,7.060683,-1.404434
ashanti,mampong municipal,mampong nadaworoma maternity home,clinic,mampong,private,7.060683,-1.404434
ashanti,mampong municipal,adidwan health centre,health centre,adidwan,government,7.15067,-0.24102
ashanti,mampong municipal,mampong quality hospital,hospital,mampong,private,7.15067,-0.24102
ashanti,mampong municipal,apaa sda clinic,clinic,apaa,chag,7.15067,-0.24102
ashanti,kwabre,asonomaso government hospital,district hospital,asonamaso,government,6.80162,-1.51374
ashanti,afigya-kwabre,atimatim osei yeboah clinic,clinic,atimatim,private,7.0469952,-1.63721499999996
ashanti,kwabre,ahwiaa maame rose maternity,clinic,ahwiaa,private,6.75832,-1.56736
ashanti,kwabre,adanwomase eye awurade maternity home,clinic,adanwomase,private,6.79153,-1.4955
ashanti,adansi south,wamase health centre,health centre,wamase,government,6.1507611,-1.44346900000005
ashanti,adansi south,wuriyie clinic,clinic,wuriyie,private,6.1507611,-1.44346900000005
ashanti,ahafo-ano south,biemso health centre,health centre,biemso,government,6.1507611,-1.44346900000005
ashanti,ahafo-ano south,wioso health centre,health centre,wioso,government,6.1507611,-1.44346900000005
ashanti,ahafo-ano south,anitemfe health centre,health centre,anitemfe,government,6.1507611,-1.44346900000005
ashanti,ahafo-ano south,asuadei eno mary maternity home,clinic,asuadei,private,6.1507611,-1.44346900000005
ashanti,sekyere east,asokore ahmadyya muslem hospital,hospital,asokore,islamic,7.17828169999999,-0.829400200000009
ashanti,amansie central,tweapease clinic,clinic,tweapease,government,6.2767655,-1.8708613
ashanti,amansie central,fenaso chps,clinic,fenaso,government,6.2767655,-1.8708613
ashanti,obuasi municipal,obuasi municipal health directorate,municipal health directorate,obuasi,government,6.0228947,-1.71495800000002
ashanti,amansie west,esaase bontefufuo mother of god clinic,clinic,esaase bontefufuo,private,6.4466432,-1.94902100000001
ashanti,amansie west,manso nkran amansie resources clinic,clinic,manso  nkran,quasi-government,6.4466432,-1.94902100000001
ashanti,amansie west,aborso clinic,clinic,aborso,private,6.4466432,-1.94902100000001
ashanti,amansie west,watreso methodist shalom clinic,clinic,watreso,chag,6.4466432,-1.94902100000001
ashanti,amansie west,ankam community clinic,clinic,ankam,government,6.4466432,-1.94902100000001
ashanti,amansie west,mpraniase chps,chps,mpraniase,government,6.4466432,-1.94902100000001
ashanti,amansie west,manso nkran chps,chps,manso nranso,government,6.4466432,-1.94902100000001
ashanti,amansie west,aboaboso chps,chps,aboaboso,government,6.4466432,-1.94902100000001
ashanti,amansie west,akyekyerekrom chps,chps,akyekyerekrom,government,6.4466432,-1.94902100000001
ashanti,asante-akim north municipal,konongo adom hospital,hospital,konongo,private,6.8769125,-1.02032239999994
ashanti,asante-akim north municipal,konongo patience clinic,clinic,konongo,private,6.8769125,-1.02032239999994
ashanti,offinso north,nyamebekyere cliinic,clinic,offinso,private,6.597212,-1.578999
ashanti,atwima-kwanwoma,bebu emmanuel methodist clinic,clinic,bebu,chag,6.5972124,-1.57899939999992
ashanti,atwima-kwanwoma,brofoyedru eye adom maternity clinic,clinic,brofoyedru,private,6.5972124,-1.57899939999992
ashanti,atwima-kwanwoma,nweneso iii health centre,health centre,nwiniso iii,government,6.5972124,-1.57899939999992
ashanti,kumasi metropolitan,4 medical research station,clinic,barracks-bantama,quasi-government,6.80813,-1.53933
ashanti,kumasi metropolitan,abrafi memorial hospital,hospital,dichemso,private,6.81527,-1.59589
ashanti,kumasi metropolitan,abu clinic,clinic,ahenbronum-tafo,private,9.77791,-1.64411
ashanti,kumasi metropolitan,academy clinic,clinic,asokore mampong,private,6.78837,-1.56135
ashanti,kumasi metropolitan,adabie hospital,hospital,atonsu,private,6.75486,-1.52744
ashanti,kumasi metropolitan,adeb-sab maternity home and clinic,maternity home,magazine,private,6.82287,-1.52227
ashanti,kumasi metropolitan,aded-sab maternity home,maternity home,maakro,private,6.84002,-1.55372
ashanti,kumasi metropolitan,adom nyame clinic,clinic,sepe timpon,private,6.81614,-1.47675
ashanti,kumasi metropolitan,adum clinic,clinic,adum,private,6.81047,-1.63866
ashanti,kumasi metropolitan,ag timbers clinic,clinic,kaase,quasi-government,6.78875,-1.56109
ashanti,kumasi metropolitan,agyeman memorial clinic,clinic,adum,private,6.81462,-1.64877
ashanti,kumasi metropolitan,agyenkwa n'adom clinic,clinic,buokrom,private,6.79962,-1.64543
ashanti,kumasi metropolitan,agyenkwa nyame clinic,clinic,tanoso,private,6.78507,-1.56655
ashanti,kumasi metropolitan,ahmadiya hospital,hospital,sepe timpon,private,6.74246,-1.55877
ashanti,kumasi metropolitan,ahmadiya muslim clinic,clinic,boadi,private,6.83295,-1.47695
ashanti,kumasi metropolitan,akyaa memoria hospital,clinic,makro,private,6.79089,-1.56091
ashanti,kumasi metropolitan,alpha maternity home,maternity home,sokoban,private,6.84819,-1.54934
ashanti,kumasi metropolitan,amamata memorial maternity home,maternity home,sawaba,private,6.84775,-1.56165
ashanti,kumasi metropolitan,amanfrom clinic and laboratory,clinic,north zong-manhyia,private,6.77474,-1.63906
ashanti,kumasi metropolitan,amoah memorial hospital,hospital,pankrono,private,6.77928,-1.49126
ashanti,kumasi metropolitan,ampabame clinic,clinic,ampabame,private,6.76359,-1.61093
ashanti,kumasi metropolitan,ampomaa memorial maternity home,maternity home,anwomaso-high tension,private,6.79751,-1.50148
ashanti,kumasi metropolitan,animah clinic,clinic,s-line atonsu,private,6.65068,-1.59757
ashanti,kumasi metropolitan,animwaa medical centre,hospital,amena,private,6.66518,-1.53521
ashanti,kumasi metropolitan,anwiam clinic,clinic,afful nkwanta,private,6.69071,-1.60138
ashanti,kumasi metropolitan,anwomaso health centre,health centre,anwomase,government,6.69163,-1.52678
ashanti,kumasi metropolitan,apatrapa health centre,health centre,apatrapa,government,6.70711,-1.68302
ashanti,kumasi metropolitan,asihene's clinic,clinic,krofrom,private,6.71224,-1.61212
ashanti,kumasi metropolitan,assalam clinic,clinic,akrome,private,6.69779,-1.59361
ashanti,kumasi metropolitan,asuoyeboa clinic,clinic,asuoyeboa,private,6.69233,-1.66871
ashanti,kumasi metropolitan,atasemanso hospital,hospital,atasemanso,private,6.65207,-1.63318
ashanti,kumasi metropolitan,atsyor hospital complex,hospital,ataafoa-pankrono,private,6.74975,-1.61764
ashanti,kumasi metropolitan,atwima timbers clinic,clinic,asokwa,quasi-government,6.66912,-1.61025
ashanti,kumasi metropolitan,ayeduasi health centre,health centre,ayigya,government,6.68665,-1.57294
ashanti,kumasi metropolitan,ayiwa maternity home,maternity home,new suame,private,6.71566,-1.63377
ashanti,kumasi metropolitan,baby pearl maternity home/clinic,maternity home,buokrom,private,6.73838,-1.58911
ashanti,kumasi metropolitan,bantama clinic,clinic,bantama,private,6.70515,-1.63551
ashanti,kumasi metropolitan,bibiani logging and lumber company clin,clinic,kaase,quasi-government,6.66372,-1.60467
ashanti,kumasi metropolitan,bilsons allens clinic,clinic,ahinsan,private,6.67088,-1.58879
ashanti,kumasi metropolitan,bimpeh hill clinic,clinic,new amakom,private,6.68167,-1.59926
ashanti,kumasi metropolitan,bimpeh hill hospital annex,clinic,ashanti new town,private,6.70882,-1.61911
ashanti,kumasi metropolitan,boatemaa maternity home,maternity home,asokore mampong,private,6.71371,-1.56683
ashanti,kumasi metropolitan,boatemaa memorial hospital,hospital,asawase,private,6.70634,-1.60494
ashanti,kumasi metropolitan,bomso specialist hospital,hospital,bomso,private,6.68453,-1.57888
ashanti,kumasi metropolitan,brainok salvation clinic,clinic,ash town,private,6.70479,-1.62295
ashanti,kumasi metropolitan,bremang clinic,clinic,bremang,private,6.74166,-1.63088
ashanti,kumasi metropolitan,central male  prisons clinic,clinic,adum,quasi-government,6.69361,-1.62411
ashanti,kumasi metropolitan,central maternity home,maternity home,pankrono,private,6.74944,-1.60418
ashanti,kumasi metropolitan,central maternity home - annex,maternity home,tafo zongo,private,6.73331,-1.63381
ashanti,kumasi metropolitan,charity hospital,hospital,kropo,private,6.71818,-1.64221
ashanti,kumasi metropolitan,christ the king clinic,clinic,ahinsan,private,6.66257,-1.60041
ashanti,kumasi metropolitan,church of christ mission,clinic,bomso,chag,6.68583,-1.57932
ashanti,kumasi metropolitan,city hospital,hospital,stadium,private,6.68016,-1.60371
ashanti,kumasi metropolitan,clinic ash town ltd.,clinic,ash town,private,6.70518,-1.61943
ashanti,kumasi metropolitan,coca cola bottling clinic,clinic,ahinsan,quasi-government,6.66511,-1.60299
ashanti,kumasi metropolitan,cocoa clinic,clinic,cocobod-adum,quasi-government,6.68368,-1.61667
ashanti,kumasi metropolitan,comfort maternity home,maternity home,oduom,private,6.69561,-1.54194
ashanti,kumasi metropolitan,complementary clinic,clinic,gyinase,private,6.66235,-1.57597
ashanti,kumasi metropolitan,cosmos clinic,clinic,bremang - azar junction,private,6.73039,-1.62736
ashanti,kumasi metropolitan,county hospital,hospital,abrepo,private,6.72651,-1.65796
ashanti,kumasi metropolitan,cpc maternity and clinic,clinic,amanfrom,private,6.75543,-1.68412
ashanti,kumasi metropolitan,dr. brown clinic,clinic,mile 3 old tafo,private,6.72655,-1.61519
ashanti,kumasi metropolitan,dr. okyere piese clinic,clinic,dichemso,private,6.71091,-1.60751
ashanti,kumasi metropolitan,dr. osei clinic,clinic,akrome,private,6.69939,-1.59017
ashanti,kumasi metropolitan,dr. quaye clinic,clinic,asuogya,private,6.71272,-1.64283
ashanti,kumasi metropolitan,dunkirk clinic,clinic,bompata,private,6.69216,-1.61853
ashanti,kumasi metropolitan,ebenezer clinic,clinic,anloga,private,6.67824,-1.59234
ashanti,kumasi metropolitan,ebenezer maternity home,maternity home,abrepo junction,private,6.70995,-1.63812
ashanti,kumasi metropolitan,eliza maternity home,maternity home,akwatialine,private,6.69491,-1.60748
ashanti,kumasi metropolitan,emahata clinic,clinic,kwadaso,private,6.69256,-1.65813
ashanti,kumasi metropolitan,enec dental clinic,clinic,ash town,private,6.70338,-1.61768
ashanti,kumasi metropolitan,faith clinic,clinic,adum,private,6.69499,-1.62411
ashanti,kumasi metropolitan,faith maternity home,maternity home,krofrom,private,6.71477,-1.61574
ashanti,kumasi metropolitan,florence maternity home,maternity home,anloga,private,6.68061,-1.59284
ashanti,kumasi metropolitan,gansmen's medical centre,clinic,bremang north,private,6.74011,-1.62549
ashanti,kumasi metropolitan,ghana brewery clinic,clinic,ahinsan,quasi-government,6.66385,-1.60114
ashanti,kumasi metropolitan,ghana guiness breweries group clinic,clinic,ahinsan,quasi-government,6.65085,-1.60757
ashanti,kumasi metropolitan,girbrines health services and clinic,clinic,akwatialine zongo,private,6.69477,-1.61418
ashanti,kumasi metropolitan,gloria memorial hospital,hospital,akwatialine,private,6.69488,-1.60754
ashanti,kumasi metropolitan,god first clinic,clinic,zone 3 suame,private,6.71966,-1.62895
ashanti,kumasi metropolitan,god's glory maternity clinic,maternity home,kronum,private,6.75109,-1.63885
ashanti,kumasi metropolitan,graceland clinic,clinic,bremang,private,6.74229,-1.63593
ashanti,kumasi metropolitan,habitat sawmill clinic,clinic,kaase,quasi-government,6.63872,-1.60925
ashanti,kumasi metropolitan,happy day maternity home,maternity home,kronum,private,6.75545,-1.64439
ashanti,kumasi metropolitan,hebrona hospital,hospital,abrepo junction,private,6.71107,-1.63417
ashanti,kumasi metropolitan,histolic adventist clinic,clinic,maakro,chag,6.73243,-1.63484
ashanti,kumasi metropolitan,holy rosary maternity home,maternity home,old tafo,private,6.73081,-1.61914
ashanti,kumasi metropolitan,humble maternity home - annex,maternity home,pankrono estate,private,6.74132,-1.60525
ashanti,kumasi metropolitan,islamic homoepatic clinic,clinic,pankrono estate,private,6.74326,-1.60367
ashanti,kumasi metropolitan,jcm company clinic,clinic,asokwa,quasi-government,6.66571,-1.60766
ashanti,kumasi metropolitan,joy maternity home clinic,clinic,maakro,private,6.72375,-1.63436
ashanti,kumasi metropolitan,kaase maternity home,maternity home,kaase,private,6.65464,-1.60718
ashanti,kumasi metropolitan,kama clinic,clinic,ash town,private,6.69851,-1.62143
ashanti,kumasi metropolitan,keffam hospital,hospital,buokrom estate,private,6.73951,-1.59561
ashanti,kumasi metropolitan,kezia maternity home and clinic,maternity home,buokrom,private,6.72244,-1.59061
ashanti,kumasi metropolitan,kma clinic,clinic,adum,government,6.68488,-1.62353
ashanti,kumasi metropolitan,knust hospital,hospital,ayigya,quasi-government,6.68409,-1.57378
ashanti,kumasi metropolitan,komfo anokye teaching hospital,teaching hospital,bantama,government,6.69715,-1.63015
ashanti,kumasi metropolitan,kufour clinic,clinic,adum,private,6.69507,-1.62213
ashanti,kumasi metropolitan,kumasi female prisons clinic,clinic,adum,chag,6.69393,-1.62343
ashanti,kumasi metropolitan,kumasi medical centre,clinic,mbrom dichemso,private,6.70454,-1.62448
ashanti,kumasi metropolitan,kumasi medical centre annex,clinic,bremang,private,6.73926,-1.63626
ashanti,kumasi metropolitan,kumasi south government hospital,regional hospital,atonsu-agogo,government,6.65252,-1.58471
ashanti,kumasi metropolitan,kwesamkof new tafo clinic,clinic,new tafo,private,6.71623,-1.61588
ashanti,kumasi metropolitan,kyei memorial hospital,hospital,akwatialine,private,6.69529,-1.61002
ashanti,kumasi metropolitan,lake road clinic,clinic,atonsu,private,6.66001,-1.59311
ashanti,kumasi metropolitan,levenuel clinic,clinic,nkontwima-bremang,private,6.73766,-1.62888
